         547901 function calls (544481 primitive calls) in 33.652 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
       25    0.000    0.000    0.004    0.000 traceback.py:196(extract_stack)
       75    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
       75    0.000    0.000    0.003    0.000 traceback.py:279(line)
      100    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
       25    0.001    0.000    0.004    0.000 traceback.py:313(extract)
       43    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.004    0.004 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:207(_LazyModule)
        1    0.000    0.000    0.000    0.000 util.py:254(LazyLoader)
        1    0.000    0.000    0.005    0.005 utils.py:5(<module>)
     6276    0.014    0.000    0.025    0.000 version.py:114(_parse_version_parts)
     1790    0.018    0.000    0.049    0.000 version.py:131(_legacy_cmpkey)
        1    0.000    0.000    0.009    0.009 version.py:191(Version)
     1818    0.005    0.000    0.017    0.000 version.py:198(__init__)
      114    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
       14    0.000    0.000    0.000    0.000 version.py:236(__str__)
     1804    0.009    0.000    0.080    0.000 version.py:24(parse)
       60    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
       84    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
       28    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
       28    0.000    0.000    0.000    0.000 version.py:343(_cmpkey)
       32    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
        1    0.000    0.000    0.011    0.011 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
     3466    0.004    0.000    0.013    0.000 version.py:47(__lt__)
     3466    0.003    0.000    0.003    0.000 version.py:48(<lambda>)
     3480    0.004    0.000    0.012    0.000 version.py:53(__eq__)
     3480    0.002    0.000    0.002    0.000 version.py:54(<lambda>)
     6946    0.009    0.000    0.017    0.000 version.py:65(_compare)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
     1790    0.006    0.000    0.055    0.000 version.py:74(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:119(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:472(popitem)
        1    0.000    0.000    0.000    0.000 zipfile.py:1040(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.009    0.009 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:511(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:572(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:966(_ZipWriteFile)
      570    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x892a80}
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       43    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      310    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.001    0.000    0.001    0.000 {built-in method _imp.create_dynamic}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       15    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       55    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      310    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
       72    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1287    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
       24    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       44    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      111    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      144    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
  226/222    0.008    0.000    0.066    0.000 {built-in method builtins.__build_class__}
    30/17    0.000    0.000    0.138    0.008 {built-in method builtins.__import__}
      218    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      101    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      270    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
     50/1    0.003    0.000   33.653   33.653 {built-in method builtins.exec}
     1762    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
  943/934    0.001    0.000    0.002    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
18951/18950    0.010    0.000    0.010    0.000 {built-in method builtins.isinstance}
  560/530    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
     1307    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
9483/9053    0.003    0.000    0.003    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      196    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1992    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     1735    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       31    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      350    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       13    0.009    0.001    0.126    0.010 {built-in method builtins.sorted}
       86    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        7    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       43    0.010    0.000    0.010    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
       12    0.000    0.000    0.000    0.000 {built-in method posix.access}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
     1153    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
       32    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
       45    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        3    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        9    0.003    0.000    0.003    0.000 {built-in method posix.read}
      267    0.003    0.000    0.003    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.035    0.035    0.035    0.035 {built-in method pygame.base.init}
        1    0.287    0.287    0.287    0.287 {built-in method pygame.base.quit}
        3    0.000    0.000    0.000    0.000 {built-in method pygame.display.get_surface}
     1303    0.417    0.000    0.417    0.000 {built-in method pygame.display.set_caption}
        1    0.008    0.008    0.342    0.342 {built-in method pygame.display.set_mode}
     3710    2.790    0.001    2.790    0.001 {built-in method pygame.display.update}
    29659    0.154    0.000    0.154    0.000 {built-in method pygame.event.get}
      231    5.286    0.023    5.286    0.023 {built-in method pygame.imageext.load_extended}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.key.set_repeat}
    16838    0.811    0.000    0.811    0.000 {built-in method pygame.mask.from_surface}
      242    0.001    0.000    0.001    0.000 {built-in method pygame.mixer.Channel}
        1    0.012    0.012    0.012    0.012 {built-in method pygame.mixer.init}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.mixer.pre_init}
     4801    0.011    0.000    0.011    0.000 {built-in method pygame.mouse.get_pos}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.mouse.set_visible}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.time.Clock}
     8267    1.663    0.000    1.663    0.000 {built-in method pygame.transform.rotozoom}
      227    0.016    0.000    0.016    0.000 {built-in method pygame.transform.scale}
        1    0.000    0.000    0.000    0.000 {built-in method select.poll}
       29    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
       21    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      471    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       18    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       22    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      168    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    16315    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
     5661    0.012    0.000    0.012    0.000 {method 'as_polar' of 'pygame.math.Vector2' objects}
       17    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
    29761    6.963    0.000    6.963    0.000 {method 'blit' of 'pygame.Surface' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        6    3.832    0.639    3.832    0.639 {method 'convert_alpha' of 'pygame.Surface' objects}
    15084    0.005    0.000    0.005    0.000 {method 'copy' of 'pygame.Rect' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
     7818    0.004    0.000    0.004    0.000 {method 'distance_to' of 'pygame.math.Vector2' objects}
      113    0.000    0.000    0.000    0.000 {method 'dot' of 'pygame.math.Vector2' objects}
        8    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
     1445    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      191    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'fadeout' of 'Sound' objects}
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
     1304    0.466    0.000    0.466    0.000 {method 'fill' of 'pygame.Surface' objects}
      958    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
     3140    0.022    0.000    0.022    0.000 {method 'format' of 'str' objects}
     9561    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     6780    0.003    0.000    0.003    0.000 {method 'get_at' of 'pygame.mask.Mask' objects}
     1303    0.001    0.000    0.001    0.000 {method 'get_fps' of 'Clock' objects}
    22070    0.046    0.000    0.046    0.000 {method 'get_rect' of 'pygame.Surface' objects}
      304    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
     1807    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       75    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       96    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
  830/826    0.001    0.000    0.004    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     2483    0.001    0.000    0.001    0.000 {method 'length' of 'pygame.math.Vector2' objects}
     4451    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       40    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
    29594    0.011    0.000    0.011    0.000 {method 'normalize' of 'pygame.math.Vector2' objects}
      407    0.000    0.000    0.000    0.000 {method 'normalize_ip' of 'pygame.math.Vector2' objects}
    15084    0.016    0.000    0.016    0.000 {method 'overlap' of 'pygame.mask.Mask' objects}
       62    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      242    0.002    0.000    0.002    0.000 {method 'play' of 'Channel' objects}
        1    0.000    0.000    0.000    0.000 {method 'play' of 'Sound' objects}
        7    0.011    0.002    0.011    0.002 {method 'poll' of 'select.poll' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       43    0.001    0.000    0.001    0.000 {method 'read' of '_io.FileIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.002    0.002    0.002    0.002 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
       29    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
     1306    0.038    0.000    0.038    0.000 {method 'render' of 'pygame.font.Font' objects}
      109    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
     1772    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
    12554    0.015    0.000    0.015    0.000 {method 'rotate' of 'pygame.math.Vector2' objects}
      422    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     1086    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     1818    0.007    0.000    0.007    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
      724    0.001    0.000    0.001    0.000 {method 'set_volume' of 'Sound' objects}
       40    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
     1790    0.007    0.000    0.007    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
     1092    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     4706    0.004    0.000    0.004    0.000 {method 'startswith' of 'str' objects}
     3188    0.006    0.000    0.006    0.000 {method 'stop' of 'Sound' objects}
      259    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
     1303    9.348    0.007    9.348    0.007 {method 'tick' of 'Clock' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       34    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.poll' objects}
      505    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      430    0.001    0.000    0.001    0.000 {method 'zfill' of 'str' objects}


